ID,FLAG
041386,d
041392,d
042167,d
043730,d
043968,d
045454,d
045971,d
046130,d
047278,d
048565,d
049044,d
050389,d
050761,d
051354,d
051943,d
052027,d
052179,d
052535,d
053430,d
053880,d
054024,d
054212,d
054863,d
054930,d
055598,d
055991,d
056651,d
056695,d
056867,d
056923,d
057269,d
057766,d
059642,d
060028,d
060289,d
061612,d
062287,d
063010,d
063344,d
065570,d
066469,d
066491,d
066750,d
068692,d
068846,d
069184,d
072197,d
072233,d
073245,d
073610,d
074113,d
074908,d
075554,d
075691,d
075721,d
076149,d
076349,d
078557,d
078707,d
080303,d
080330,d
080644,d
081954,d
082411,d
082692,d
083084,d
083255,d
084162,d
084393,d
085649,d
085938,d
086558,d
086840,d
086879,d
087290,d
087413,d
087563,d
088067,d
089312,d
091571,d
092408,d
092659,d
093146,d
093149,d
093214,d
093659,d
094590,d
095590,d
096465,d
096801,d
097013,d
097076,d
098133,d
098242,d
098513,d
099134,d
099904,d
040084,d
040327,d
040455,d
040490,d
040520,d
040571,d
040658,d
040701,d
040888,d
040926,d
041047,d
041133,d
041270,d
041297,d
041743,d
041877,d
042121,d
042159,d
042570,d
042591,d
042704,d
042712,d
042791,d
043380,d
043435,d
043447,d
043987,d
044050,d
044087,d
044090,d
044155,d
044241,d
044584,d
044713,d
044785,d
045753,d
045812,d
046000,d
046077,d
046147,d
046209,d
046223,d
046228,d
047037,d
047524,d
047590,d
047741,d
047900,d
048027,d
048041,d
048437,d
048501,d
048709,d
048777,d
048813,d
048990,d
049664,d
049717,d
050376,d
050395,d
051215,d
051237,d
051242,d
051701,d
052715,d
052917,d
053599,d
053725,d
053982,d
054254,d
054670,d
054759,d
054998,d
055500,d
056031,d
056240,d
056714,d
057007,d
057256,d
057280,d
057298,d
057325,d
057593,d
057862,d
058089,d
058297,d
058699,d
058925,d
058998,d
059158,d
059922,d
060281,d
060304,d
060323,d
060386,d
060558,d
060602,d
060677,d
060901,d
060981,d
061078,d
061104,d
061561,d
061921,d
062032,d
062208,d
062272,d
062556,d
062635,d
062847,d
063106,d
063132,d
063193,d
063407,d
063432,d
063847,d
063871,d
064492,d
064506,d
064586,d
064589,d
064619,d
064767,d
064847,d
064987,d
065093,d
065428,d
065761,d
066272,d
066357,d
066530,d
066833,d
066965,d
067423,d
067504,d
067536,d
067975,d
068024,d
068128,d
068256,d
068258,d
069565,d
070091,d
070459,d
071694,d
071768,d
071871,d
072266,d
072396,d
072936,d
073242,d
073379,d
073394,d
073587,d
073865,d
073900,d
074066,d
074197,d
074700,d
074730,d
075131,d
075643,d
075795,d
075945,d
075961,d
076163,d
076172,d
076456,d
076506,d
076572,d
076670,d
076672,d
076678,d
076803,d
076962,d
077220,d
077260,d
077263,d
077417,d
077570,d
077882,d
077925,d
078253,d
078290,d
078617,d
078686,d
079200,d
079211,d
079318,d
079514,d
079715,d
079881,d
080313,d
080323,d
080428,d
080482,d
080618,d
080637,d
080729,d
080779,d
080796,d
080868,d
081335,d
081441,d
081469,d
081535,d
081857,d
081924,d
082134,d
082140,d
082277,d
082368,d
082549,d
082815,d
082854,d
082963,d
082988,d
083036,d
083041,d
083421,d
083876,d
083983,d
083995,d
084001,d
084019,d
084161,d
084402,d
084478,d
084604,d
084606,d
084865,d
084909,d
084952,d
085109,d
085115,d
085135,d
085253,d
085547,d
085570,d
085617,d
085982,d
085994,d
086034,d
086175,d
086394,d
086456,d
086501,d
086577,d
086627,d
086975,d
086994,d
087444,d
087482,d
087584,d
087793,d
087868,d
088229,d
088686,d
088706,d
088783,d
088805,d
088955,d
088963,d
089004,d
089288,d
089400,d
089563,d
089733,d
090554,d
090895,d
090998,d
091207,d
091251,d
091540,d
091559,d
091692,d
092041,d
092348,d
092406,d
093124,d
093444,d
093908,d
093911,d
094207,d
094244,d
094491,d
094530,d
094569,d
094628,d
094999,d
095274,d
095558,d
095949,d
096181,d
096471,d
096581,d
096661,d
096930,d
097287,d
097489,d
097942,d
098131,d
098350,d
098473,d
098652,d
098781,d
099049,d
099424,d
040077,p
040407,p
040593,p
040605,p
040963,p
040979,p
041200,p
041388,p
041391,p
041696,p
041914,p
042115,p
042393,p
042659,p
042936,p
043385,p
043550,p
043746,p
044125,p
044517,p
044532,p
044686,p
044741,p
045383,p
045508,p
045524,p
045813,p
046268,p
046321,p
046448,p
046468,p
047182,p
047425,p
047858,p
047953,p
048250,p
048580,p
049200,p
049280,p
049320,p
049437,p
049525,p
049771,p
050112,p
050202,p
050466,p
050523,p
050953,p
050984,p
051372,p
052333,p
052467,p
052807,p
053038,p
053550,p
053749,p
054752,p
055007,p
055176,p
055275,p
055321,p
055456,p
055773,p
055982,p
056013,p
056089,p
056099,p
056927,p
056990,p
057328,p
057347,p
057702,p
058460,p
058767,p
059270,p
059410,p
059514,p
060576,p
060714,p
060886,p
061020,p
061089,p
061198,p
062143,p
062235,p
063311,p
063769,p
063910,p
063976,p
064272,p
065322,p
065332,p
065461,p
065872,p
066089,p
066881,p
067551,p
067756,p
067949,p
067984,p
068536,p
068583,p
069292,p
069333,p
069396,p
069465,p
069641,p
070040,p
070315,p
070384,p
070951,p
071061,p
071095,p
071220,p
071288,p
071347,p
071506,p
072295,p
072335,p
072826,p
074107,p
074241,p
074377,p
074385,p
074396,p
074549,p
075517,p
075562,p
075568,p
075632,p
075640,p
075882,p
076735,p
077038,p
077070,p
077265,p
078431,p
079059,p
079875,p
079967,p
081627,p
081640,p
082076,p
082516,p
082921,p
082987,p
083394,p
083548,p
083772,p
084204,p
085269,p
085339,p
085430,p
087188,p
087516,p
087573,p
089270,p
089657,p
089743,p
090242,p
090779,p
091114,p
091423,p
091534,p
092134,p
092313,p
092520,p
092892,p
093472,p
093710,p
093724,p
094334,p
094452,p
094794,p
094802,p
095715,p
096015,p
096059,p
096718,p
096745,p
097158,p
097301,p
097670,p
097703,p
097777,p
098026,p
098706,p
099416,p
099491,p
099644,p
099669,p
040374,p
040991,p
041321,p
041951,p
041983,p
042016,p
043088,p
043448,p
043519,p
043756,p
043943,p
044060,p
044149,p
044401,p
045616,p
046216,p
046922,p
049140,p
049456,p
049956,p
050089,p
050186,p
050346,p
050382,p
052848,p
053156,p
053234,p
053389,p
054228,p
054847,p
055004,p
055867,p
056006,p
057649,p
058498,p
058589,p
059037,p
059135,p
060450,p
064364,p
064391,p
066867,p
066989,p
069263,p
070465,p
072337,p
073024,p
073154,p
073247,p
074123,p
074791,p
075427,p
076147,p
076177,p
077264,p
078382,p
078425,p
078886,p
079303,p
079506,p
079572,p
079778,p
079869,p
082755,p
083499,p
083774,p
084103,p
084534,p
084613,p
084686,p
084705,p
085311,p
086600,p
087225,p
087443,p
089709,p
089724,p
090325,p
090363,p
090856,p
091658,p
092473,p
092728,p
092947,p
093928,p
094466,p
095025,p
095580,p
095799,p
096604,p
097988,p
098296,p
099265,p
099890,p
100595,d
101120,d
101440,d
102370,d
103529,d
103932,d
103997,d
104066,d
104349,d
105026,d
105257,d
105830,d
105890,d
106349,d
106751,d
107249,d
107528,d
107971,d
108119,d
108499,d
109132,d
109176,d
109594,d
110200,d
110439,d
111341,d
112485,d
114046,d
114146,d
114322,d
116888,d
117560,d
118720,d
118958,d
119137,d
120232,d
121090,d
122165,d
122185,d
123871,d
124624,d
125901,d
126157,d
128300,d
128545,d
129002,d
129032,d
129129,d
129138,d
130466,d
131067,d
131232,d
131556,d
132942,d
134016,d
134914,d
134923,d
135810,d
135851,d
136879,d
138168,d
138332,d
139109,d
139953,d
140769,d
141924,d
142085,d
142837,d
142849,d
144048,d
144552,d
147246,d
148069,d
148367,d
148523,d
148853,d
148872,d
149091,d
149331,d
149672,d
150115,d
150365,d
150534,d
150752,d
150915,d
151499,d
152992,d
153304,d
154352,d
154977,d
155507,d
155712,d
155902,d
156532,d
156557,d
156834,d
158046,d
159126,d
159648,d
160634,d
160972,d
161827,d
161936,d
162089,d
162489,d
163651,d
164066,d
164636,d
165724,d
